,precision,recall,f1-score,support
0,0.9984057245611108,0.9997586782996102,0.9990817433890161,53870.0
1,0.9997583508374073,0.9984035641358827,0.999080498202792,53870.0
accuracy,0.9990811212177464,0.9990811212177464,0.9990811212177464,0.9990811212177464
macro avg,0.9990820376992591,0.9990811212177464,0.999081120795904,107740.0
weighted avg,0.999082037699259,0.9990811212177464,0.999081120795904,107740.0
