,precision,recall,f1-score,support
0,0.9615706582046839,0.916892519027288,0.9387002670163536,53870.0
1,0.9205825483830912,0.9633562279561908,0.9414838130312129,53870.0
accuracy,0.9401243734917394,0.9401243734917394,0.9401243734917394,0.9401243734917394
macro avg,0.9410766032938875,0.9401243734917394,0.9400920400237832,107740.0
weighted avg,0.9410766032938875,0.9401243734917394,0.9400920400237832,107740.0
