,precision,recall,f1-score,support
0,0.9732658826135923,0.9785594950807499,0.975905510353318,53870.0
1,0.9752167195948845,0.9691238245516771,0.9721607255537374,46897.0
accuracy,0.9741681304395288,0.9741681304395288,0.9741681304395288,0.9741681304395288
macro avg,0.9742413011042383,0.9738416598162135,0.9740331179535278,100767.0
weighted avg,0.9741738028842332,0.9741681304395288,0.9741626860879739,100767.0
