,precision,recall,f1-score,support
0,0.9957923223785426,0.9972526452571004,0.9965219488216362,53870.0
1,0.9972486103623283,0.9957861518470391,0.9965168445398055,53870.0
accuracy,0.9965193985520698,0.9965193985520698,0.9965193985520698,0.9965193985520698
macro avg,0.9965204663704355,0.9965193985520697,0.9965193966807209,107740.0
weighted avg,0.9965204663704356,0.9965193985520698,0.9965193966807208,107740.0
